tweet_id,img_num,Prediction_1,P1_accuracy,p1_dog,Prediction_2,P2_accuracy,p2_dog,Prediction_3,P3_accuracy,p3_dog,rating_numerator,rating_denominator,name,dog_age,favorite_count,retweet_count
666094000022159362,1,bloodhound,0.195217,True,German_shepherd,0.0782598,True,malinois,0.0756278,True,9,10,None,       ,169,79
666099513787052032,1,Lhasa,0.58233,True,Shih-Tzu,0.166192,True,Dandie_Dinmont,0.0896883,True,8,10,None,       ,164,73
666102155909144576,1,English_setter,0.298617,True,Newfoundland,0.149842,True,borzoi,0.133649,True,11,10,None,       ,81,16
666104133288665088,1,hen,0.965932,False,cock,0.0339194,False,partridge,5.20658e-05,False,1,10,None,       ,14765,6871
666268910803644416,1,desktop_computer,0.086502,False,desk,0.0855474,False,bookcase,0.0794797,False,10,10,None,       ,108,37
666273097616637952,1,Italian_greyhound,0.176053,True,toy_terrier,0.111884,True,basenji,0.111152,True,11,10,None,       ,184,82
666293911632134144,1,three-toed_sloth,0.914671,False,otter,0.01525,False,great_grey_owl,0.0132072,False,3,10,None,       ,522,368
666337882303524864,1,ox,0.4166689999999999,False,Newfoundland,0.278407,True,groenendael,0.102643,True,9,10,None,       ,204,96
666345417576210432,1,golden_retriever,0.8587440000000001,True,Chesapeake_Bay_retriever,0.0547868,True,Labrador_retriever,0.0142408999999999,True,10,10,None,       ,307,146
666353288456101888,1,malamute,0.3368739999999999,True,Siberian_husky,0.147655,True,Eskimo_dog,0.0934123999999999,True,8,10,None,       ,229,77
666362758909284353,1,guinea_pig,0.996496,False,skunk,0.00240245,False,hamster,0.000460863,False,6,10,None,       ,804,595
666373753744588802,1,soft-coated_wheaten_terrier,0.326467,True,Afghan_hound,0.259551,True,briard,0.206803,True,11,10,None,       ,194,100
666396247373291520,1,Chihuahua,0.978108,True,toy_terrier,0.00939697,True,papillon,0.00457681,True,9,10,None,       ,172,92
666407126856765440,1,black-and-tan_coonhound,0.529139,True,bloodhound,0.24422,True,flat-coated_retriever,0.17381,True,7,10,None,       ,113,44
666411507551481857,1,coho,0.40464,False,barracouta,0.271485,False,gar,0.189945,False,2,10,quite,       ,459,339
666418789513326592,1,toy_terrier,0.14968,True,papillon,0.148258,True,Chihuahua,0.14286,True,10,10,Walter,       ,129,48
666421158376562688,1,Blenheim_spaniel,0.906777,True,cocker_spaniel,0.0903464,True,Shih-Tzu,0.00111687,True,12,10,None,       ,327,118
666428276349472768,1,Pembroke,0.371361,True,chow,0.249394,True,Pomeranian,0.241878,True,7,10,None,       ,171,90
666430724426358785,1,llama,0.505184,False,Irish_terrier,0.104109,True,dingo,0.0620712,False,6,10,None,       ,330,204
666435652385423360,1,Chesapeake_Bay_retriever,0.18413,True,chain_saw,0.0567753,False,power_drill,0.0367634,False,10,10,None,       ,170,54
666437273139982337,1,Chihuahua,0.6718529999999999,True,beagle,0.12468,True,Saluki,0.0440941999999999,True,7,10,None,       ,131,52
666447344410484738,1,curly-coated_retriever,0.322084,True,giant_schnauzer,0.287955,True,Labrador_retriever,0.166331,True,9,10,Scout,       ,107,23
666454714377183233,1,dalmatian,0.278954,True,Labrador_retriever,0.237612,True,Great_Pyrenees,0.171106,True,10,10,Kreggory,       ,545,223
666644823164719104,1,Ibizan_hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_white_terrier,0.0389056,True,9,10,Jimothy,       ,238,88
666649482315059201,1,Border_collie,0.4478029999999999,True,English_springer,0.170497,True,collie,0.139206,True,4,10,None,       ,923,608
666691418707132416,1,German_shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True,8,10,Christoper,       ,196,51
666701168228331520,1,Labrador_retriever,0.887707,True,Chihuahua,0.029307,True,French_bulldog,0.0207563,True,8,10,None,       ,449,234
666739327293083650,1,miniature_poodle,0.546933,True,cocker_spaniel,0.1652549999999999,True,toy_poodle,0.0959589,True,10,10,Lugan,       ,244,71
666776908487630848,1,seat_belt,0.375057,False,miniature_pinscher,0.167175,True,Chihuahua,0.0869506,True,5,10,Josep,       ,368,186
666781792255496192,1,Italian_greyhound,0.618316,True,Weimaraner,0.151363,True,vizsla,0.0859891,True,10,10,None,       ,404,211
666786068205871104,1,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False,2,10,None,       ,800,521
666804364988780544,1,English_setter,0.328792,True,Brittany_spaniel,0.283545,True,Ibizan_hound,0.0574615,True,8,10,Jockson,       ,250,95
666817836334096384,1,miniature_schnauzer,0.496953,True,standard_schnauzer,0.285276,True,giant_schnauzer,0.0737636999999999,True,9,10,Jeph,       ,540,267
666826780179869698,1,Maltese_dog,0.359383,True,teddy,0.148759,False,West_Highland_white_terrier,0.1060069999999999,True,12,10,None,       ,266,105
666835007768551424,1,Airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.1101829999999999,False,10,10,None,       ,222,83
666837028449972224,1,triceratops,0.442113,False,armadillo,0.114071,False,common_iguana,0.0432553,False,3,10,None,       ,857,584
666983947667116034,1,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False,11,10,None,       ,2679,1040
666996132027977728,1,hay,0.507637,False,Rottweiler,0.0624899,True,water_buffalo,0.0484246999999999,False,10,10,Carll,       ,258,102
667012601033924608,1,hyena,0.98723,False,African_hunting_dog,0.0126007999999999,False,coyote,5.7350100000000005e-05,False,9,10,Klevin,       ,471,237
667044094246576128,1,golden_retriever,0.765266,True,Labrador_retriever,0.206694,True,seat_belt,0.0106669,False,12,10,None,       ,198,54
667062181243039745,1,Chesapeake_Bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,10,10,Keet,       ,227,57
667065535570550784,1,jigsaw_puzzle,0.560001,False,doormat,0.1032589999999999,False,space_heater,0.042568,False,8,10,None,       ,175,51
667073648344346624,1,Chihuahua,0.4836819999999999,True,pug,0.0924938999999999,True,Brabancon_griffon,0.0574954,True,10,10,Dave,       ,425,134
667090893657276420,1,Chihuahua,0.959514,True,Italian_greyhound,0.00537015,True,Pomeranian,0.00264133,True,7,10,Clybe,       ,349,132
667119796878725120,1,Pembroke,0.741563,True,Chihuahua,0.0578659,True,toy_poodle,0.0391250999999999,True,10,10,Gabe,       ,346,135
667138269671505920,1,West_Highland_white_terrier,0.747713,True,Samoyed,0.2436289999999999,True,toy_poodle,0.00180397,True,10,10,None,       ,4851,2387
667152164079423490,1,toy_poodle,0.535411,True,Pomeranian,0.087544,True,miniature_poodle,0.06205,True,12,10,Pipsy,       ,49720,18285
667160273090932737,1,golden_retriever,0.471351,True,miniature_poodle,0.0919921,True,standard_poodle,0.0873853999999999,True,11,10,Bradlay,       ,268,66
667165590075940865,1,miniature_pinscher,0.140173,True,Rottweiler,0.134094,True,beagle,0.0818998,True,10,10,Churlie,       ,2819,1241
667171260800061440,1,giant_schnauzer,0.8412649999999999,True,Lakeland_terrier,0.0527442,True,Irish_water_spaniel,0.0344017,True,10,10,Kenneth,       ,235,97
667174963120574464,1,toy_poodle,0.266437,True,Chihuahua,0.243223,True,bluetick,0.0728063,True,9,10,Clarence,       ,262,88
667176164155375616,1,soft-coated_wheaten_terrier,0.318981,True,Lakeland_terrier,0.215218,True,toy_poodle,0.106014,True,4,10,None,       ,640,484
667177989038297088,1,vizsla,0.2592489999999999,True,Chesapeake_Bay_retriever,0.176293,True,Weimaraner,0.112369,True,8,10,None,       ,200,58
667182792070062081,1,golden_retriever,0.949892,True,Irish_setter,0.0105638,True,Chesapeake_Bay_retriever,0.00582141,True,10,10,Timison,       ,15075,6618
667188689915760640,1,vacuum,0.33583,False,swab,0.265278,False,toilet_tissue,0.140703,False,10,10,None,       ,784,449
667192066997374976,1,Rottweiler,0.28364,True,miniature_pinscher,0.148112,True,black-and-tan_coonhound,0.0955848,True,12,10,None,       ,414,115
667200525029539841,1,Siberian_husky,0.694904,True,malamute,0.232006,True,Eskimo_dog,0.0506351,True,11,10,Joshwa,       ,658,282
667211855547486208,1,golden_retriever,0.462556,True,Labrador_retriever,0.454937,True,kuvasz,0.0241933,True,9,10,Genevieve,       ,516,258
667369227918143488,1,teddy,0.709545,False,bath_towel,0.1272849999999999,False,Christmas_stocking,0.0285675,False,10,10,None,       ,385,173
667393430834667520,1,papillon,0.557009,True,Border_collie,0.271963,True,collie,0.0734729,True,8,10,Fwed,       ,211,60
667405339315146752,1,Saint_Bernard,0.381377,True,Leonberg,0.127998,True,golden_retriever,0.0693568,True,7,10,Biden,       ,489,234
667435689202614272,1,Rottweiler,0.999091,True,miniature_pinscher,0.000450355,True,black-and-tan_coonhound,0.00015714,True,12,10,None,       ,326,89
667437278097252352,1,porcupine,0.989154,False,bath_towel,0.00630049,False,badger,0.00096634,False,10,10,None,       ,483,257
667443425659232256,1,goose,0.980815,False,drake,0.00691777,False,hen,0.00525517,False,6,10,None,       ,833,620
667453023279554560,1,Labrador_retriever,0.8256700000000001,True,French_bulldog,0.0566394,True,Staffordshire_bullterrier,0.0540183999999999,True,11,10,Cupcake,       ,327,96
667455448082227200,1,Tibetan_terrier,0.676376,True,Irish_terrier,0.0549334,True,Yorkshire_terrier,0.0405755,True,7,10,Reese,       ,203,66
667470559035432960,1,toy_poodle,0.304175,True,pug,0.223427,True,Lakeland_terrier,0.0733164999999999,True,11,10,None,       ,273,102
667491009379606528,1,borzoi,0.852088,True,ice_bear,0.132264,False,weasel,0.00572998,False,7,10,None,       ,559,242
667495797102141441,1,Chihuahua,0.143957,True,Christmas_stocking,0.1186509999999999,False,ski_mask,0.0924817,False,9,10,Philippe,       ,565,294
667502640335572993,1,Labrador_retriever,0.996709,True,golden_retriever,0.00168821,True,beagle,0.0007116669999999,True,11,10,Hall,       ,563,231
667509364010450944,1,beagle,0.636169,True,Labrador_retriever,0.119256,True,golden_retriever,0.0825491999999999,True,12,10,None,       ,7148,2272
667517642048163840,1,Italian_greyhound,0.125176,True,standard_poodle,0.0845715,True,cocker_spaniel,0.0813469,True,8,10,Dook,       ,389,203
667524857454854144,1,hare,0.447893,False,dhole,0.0924353,False,Chesapeake_Bay_retriever,0.0881223999999999,True,12,10,None,       ,1798,1198
667530908589760512,1,golden_retriever,0.633037,True,kuvasz,0.146391,True,Labrador_retriever,0.0461837,True,10,10,Naphaniel,       ,501,264
667534815156183040,1,Pembroke,0.435254,True,Cardigan,0.307407,True,cocker_spaniel,0.0331583,True,8,10,Frank,       ,866,576
667538891197542400,1,Yorkshire_terrier,0.618957,True,silky_terrier,0.300313,True,Australian_terrier,0.053412,True,9,10,None,       ,220,72
667544320556335104,1,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,10,10,Kial,       ,917,568
667546741521195010,1,toy_poodle,0.787424,True,miniature_poodle,0.202225,True,teddy,0.00404722,False,9,10,George,       ,355,138
667549055577362432,1,electric_fan,0.984377,False,spotlight,0.00773671,False,lampshade,0.00190123,False,1,10,None,       ,6138,2454
667724302356258817,1,ibex,0.6190979999999999,False,bighorn,0.125119,False,ram,0.0746732,False,7,10,None,       ,517,341
667728196545200128,1,kuvasz,0.360159,True,golden_retriever,0.293744,True,Labrador_retriever,0.270673,True,11,10,Olive,       ,398,162
667766675769573376,1,fire_engine,0.8834930000000001,False,tow_truck,0.0747338999999999,False,jeep,0.0127726,False,9,10,Calvin,       ,476,243
667773195014021121,1,West_Highland_white_terrier,0.360465,True,pug,0.0934941,True,ice_bear,0.0690382,False,8,10,None,       ,243,61
667782464991965184,1,lorikeet,0.466149,False,hummingbird,0.083011,False,African_grey,0.0542474,False,9,10,None,       ,434,261
667793409583771648,1,dalmatian,0.5350729999999999,True,English_setter,0.451219,True,Great_Dane,0.00816361,True,8,10,None,       ,736,358
667801013445750784,1,flat-coated_retriever,0.508392,True,Chesapeake_Bay_retriever,0.262239,True,curly-coated_retriever,0.0489198,True,12,10,None,       ,346,101
667806454573760512,1,toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon_griffon,0.112799,True,10,10,Filup,       ,1111,535
667832474953625600,1,miniature_pinscher,0.2142,True,bath_towel,0.146789,False,Chihuahua,0.104152,True,12,10,None,       ,303,68
667861340749471744,1,malamute,0.967275,True,Siberian_husky,0.0161675,True,Eskimo_dog,0.0112774,True,9,10,None,       ,253,86
667866724293877760,1,jigsaw_puzzle,1.0,False,prayer_rug,1.0113000000000001e-08,False,doormat,1.7401699999999998e-10,False,10,10,Shaggy,       ,3172,1110
667873844930215936,1,common_iguana,0.999647,False,frilled_lizard,0.00018115,False,African_chameleon,0.000128357,False,10,10,None,       ,667,440
667878741721415682,1,seat_belt,0.200373,False,miniature_pinscher,0.106003,True,schipperke,0.1047329999999999,True,2,10,Tedrick,       ,409,127
667885044254572545,1,malamute,0.0885297,True,golden_retriever,0.0874986,True,muzzle,0.0750077,False,10,10,Stu,       ,868,530
667886921285246976,1,Pomeranian,0.8004319999999999,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True,11,10,Erik,       ,2011,1180
667902449697558528,1,Norwegian_elkhound,0.298881,True,malamute,0.279479,True,Eskimo_dog,0.198428,True,9,10,Cleopatricia,       ,905,396
667911425562669056,1,frilled_lizard,0.257695,False,ox,0.2351599999999999,False,triceratops,0.0853169,False,5,10,None,       ,523,329
667915453470232577,1,leatherback_turtle,0.452517,False,boxer,0.196655,True,terrapin,0.160983,False,10,10,Otis,       ,222,59
667924896115245057,1,Labrador_retriever,0.209051,True,hog,0.20398,False,Newfoundland,0.165914,True,9,10,Jiminy,       ,318,119
667937095915278337,1,hamster,0.172078,False,guinea_pig,0.0949242,False,Band_Aid,0.0599952,False,3,10,None,       ,1356,866
668113020489474048,1,Pembroke,0.548896,True,Cardigan,0.191101,True,collie,0.0598140999999999,True,6,10,Alfie,       ,709,265
668142349051129856,1,Angora,0.918834,False,hen,0.0377934,False,wood_rabbit,0.0110149,False,2,10,None,       ,592,306
668154635664932864,1,Arctic_fox,0.473584,False,wallaby,0.261411,False,white_wolf,0.0809478,False,9,10,None,       ,522,336
668171859951755264,1,Chihuahua,0.664834,True,cowboy_boot,0.0603429999999999,False,giant_panda,0.0598375,False,7,10,None,       ,525,208
668190681446379520,1,Blenheim_spaniel,0.958402,True,cocker_spaniel,0.0267642999999999,True,Welsh_springer_spaniel,0.00778991,True,12,10,Skittles,       ,696,210
668204964695683073,1,Labrador_retriever,0.65518,True,golden_retriever,0.107884,True,Chesapeake_Bay_retriever,0.0658347,True,8,10,Ron,       ,586,206
668221241640230912,1,chow,0.395101,True,golden_retriever,0.372115,True,Labrador_retriever,0.148785,True,10,10,None,       ,537,215
668226093875376128,1,trombone,0.390339,False,cornet,0.3141489999999999,False,French_horn,0.255182,False,10,10,None,       ,323,115
668237644992782336,1,chow,0.8093199999999999,True,minivan,0.0713106999999999,False,Pekinese,0.0378695999999999,True,10,10,Torque,       ,6614,3100
668248472370458624,1,Chihuahua,0.7345470000000001,True,miniature_pinscher,0.0682943999999999,True,toy_terrier,0.0463671,True,8,10,Bisquick,       ,1056,523
668256321989451776,1,canoe,0.407683,False,paddle,0.11555,False,Pembroke,0.0944294,True,13,10,Jareld,       ,1385,667
668268907921326080,1,Pembroke,0.48483,True,Cardigan,0.425303,True,basenji,0.0147535,True,10,10,None,       ,592,261
668274247790391296,1,soft-coated_wheaten_terrier,0.4063739999999999,True,Lakeland_terrier,0.263854,True,toy_poodle,0.150844,True,10,10,Sophie,       ,886,248
668286279830867968,1,golden_retriever,0.215944,True,basset,0.189214,True,Cardigan,0.1130099999999999,True,11,10,Rusty,       ,535,149
668291999406125056,1,web_site,0.995535,False,skunk,0.00136349,False,badger,0.00068565,False,10,10,None,       ,264,34
668297328638447616,1,king_penguin,0.606747,False,ice_bear,0.264221,False,Eskimo_dog,0.0327838,True,9,10,None,       ,656,319
668466899341221888,1,shopping_basket,0.398361,False,hamper,0.363222,False,bassinet,0.0841735,False,4,10,None,       ,936,560
668480044826800133,1,Arctic_fox,0.119243,False,Labrador_retriever,0.0999648,True,pug,0.0867165,True,11,10,DayZ,       ,491,162
668484198282485761,1,standard_poodle,0.587372,True,Bedlington_terrier,0.182411,True,Afghan_hound,0.040968,True,9,10,None,       ,453,253
668496999348633600,1,Staffordshire_bullterrier,0.412879,True,miniature_pinscher,0.161488,True,American_Staffordshire_terrier,0.112495,True,8,10,Jo,       ,436,146
668507509523615744,1,basenji,0.0553793999999999,True,Shetland_sheepdog,0.0543221,True,whippet,0.0519134,True,10,10,None,       ,345,116
668528771708952576,1,Labrador_retriever,0.1958349999999999,True,kuvasz,0.1216069999999999,True,English_setter,0.0814643999999999,True,12,10,Gòrdón,       ,496,242
668537837512433665,1,Lakeland_terrier,0.372988,True,toy_poodle,0.250445,True,Chihuahua,0.189737,True,8,10,Spark,       ,265,79
668542336805281792,1,American_Staffordshire_terrier,0.2676949999999999,True,French_bulldog,0.25405,True,Staffordshire_bullterrier,0.212381,True,10,10,None,       ,497,231
668544745690562560,1,bearskin,0.42787,False,bow,0.258858,False,panpipe,0.0215625999999999,False,10,10,None,       ,561,250
668567822092664832,1,Shih-Tzu,0.985649,True,Lhasa,0.00707832,True,Pekinese,0.00305323,True,11,10,Marvin,       ,265,62
668614819948453888,1,bustard,0.380772,False,pelican,0.1005539999999999,False,crane,0.0847135,False,7,10,None,       ,654,341
668620235289837568,1,crash_helmet,0.757942,False,toaster,0.0374968,False,mouse,0.0272709,False,10,10,Kallie,       ,211,45
668623201287675904,4,Chihuahua,0.708163,True,Pomeranian,0.0913718999999999,True,titi,0.0673255,False,10,10,Jomathan,       ,1551,851
668625577880875008,1,ox,0.0715361,False,groenendael,0.0544548,True,Angora,0.045028,False,10,10,Maks,       ,417,140
668627278264475648,1,French_bulldog,0.965403,True,pug,0.00860381,True,Boston_bull,0.00800356,True,9,10,Timofy,       ,341,123
668631377374486528,1,miniature_schnauzer,0.904549,True,Australian_terrier,0.0225294,True,silky_terrier,0.0152432,True,5,10,Zeek,       ,763,349
668633411083464705,1,Pekinese,0.589011,True,Shih-Tzu,0.390987,True,Japanese_spaniel,0.00331035,True,10,10,Churlie,       ,3024,1788
668636665813057536,1,komondor,0.999956,True,llama,4.309810000000001e-05,False,ram,2.1609000000000002e-07,False,10,10,None,       ,1114,528
668641109086707712,1,vacuum,0.432594,False,pug,0.146311,True,toilet_tissue,0.0245003,False,10,10,Hanz,       ,1145,573
668643542311546881,1,common_iguana,0.483972,False,frilled_lizard,0.111377,False,sandbar,0.0789834,False,3,10,None,       ,939,576
668645506898350081,1,ski_mask,0.302854,False,knee_pad,0.0968812,False,balance_beam,0.0840756,False,11,10,None,       ,962,588
668655139528511488,1,beagle,0.31911,True,Italian_greyhound,0.103338,True,basenji,0.09193,True,11,10,Winifred,       ,562,233
668779399630725120,1,Chesapeake_Bay_retriever,0.285508,True,Weimaraner,0.146832,True,black-footed_ferret,0.0608648,False,10,10,Kevon,       ,749,409
668815180734689280,1,redbone,0.461172,True,Italian_greyhound,0.270733,True,miniature_pinscher,0.109752,True,7,10,None,       ,610,291
668826086256599040,1,malinois,0.640185,True,Irish_terrier,0.1537,True,Rhodesian_ridgeback,0.0684565,True,10,10,Banditt,       ,467,150
668852170888998912,1,golden_retriever,0.903529,True,Tibetan_mastiff,0.041497,True,kuvasz,0.0225005,True,11,10,Bobb,       ,479,184
668872652652679168,1,teddy,0.413379,False,pillow,0.325623,False,miniature_schnauzer,0.0355366,True,11,10,Amélie,       ,566,322
668892474547511297,1,kelpie,0.421979,True,collie,0.2270599999999999,True,Cardigan,0.168211,True,11,10,Ruffles,       ,422,164
668902994700836864,1,Brittany_spaniel,0.828425,True,Ibizan_hound,0.043082,True,Blenheim_spaniel,0.0280036,True,11,10,Lambeau,       ,338,107
668932921458302977,1,standard_poodle,0.237638,True,Old_English_sheepdog,0.195573,True,toy_poodle,0.1446579999999999,True,9,10,Herald,       ,284,63
668955713004314625,1,cocker_spaniel,0.367492,True,Lakeland_terrier,0.272621,True,soft-coated_wheaten_terrier,0.0670063,True,10,10,None,       ,300,77
668960084974809088,1,shower_curtain,0.226309,False,Chesapeake_Bay_retriever,0.165878,True,bathtub,0.0567260999999999,False,10,10,Jaycob,       ,757,263
668975677807423489,1,basset,0.605437,True,Welsh_springer_spaniel,0.184783,True,Saint_Bernard,0.116299,True,11,10,Jeremy,       ,1386,641
668979806671884288,1,golden_retriever,0.608537,True,Irish_setter,0.097078,True,redbone,0.0760222,True,12,10,Chaz,       ,842,382
668981893510119424,1,jellyfish,0.447246,False,coral_reef,0.238625,False,goldfish,0.0402269,False,4,10,None,       ,573,340
668986018524233728,1,doormat,0.976103,False,Chihuahua,0.00563972,True,Norfolk_terrier,0.00391265,True,9,10,Ruby,       ,578,183
668988183816871936,1,Arabian_camel,0.999614,False,bison,0.00022809,False,llama,6.71787e-05,False,7,10,None,       ,961,516
668989615043424256,1,pug,0.917326,True,waffle_iron,0.0149175,False,Chihuahua,0.0135244,True,3,10,Bernie,       ,726,356
668992363537309700,1,lynx,0.287506,False,tabby,0.206048,False,koala,0.0814193,False,8,10,Harrison,       ,802,381
668994913074286592,1,hog,0.113789,False,English_springer,0.0897633,True,French_bulldog,0.0821863999999999,True,5,10,None,       ,468,254
669000397445533696,1,Pembroke,0.82294,True,Cardigan,0.177035,True,basenji,2.33526e-05,True,11,10,Terrance,       ,22118,6965
669006782128353280,1,Chihuahua,0.1271779999999999,True,Italian_greyhound,0.0542146999999999,True,pillow,0.0485916,False,12,10,Tucker,       ,610,269
669015743032369152,1,comic_book,0.275927,False,bib,0.173516,False,jersey,0.073911,False,10,10,None,       ,785,403
669037058363662336,1,Chihuahua,0.803528,True,Pomeranian,0.0538711,True,chow,0.0322574,True,10,10,None,       ,698,336
669203728096960512,1,pug,0.910452,True,French_bulldog,0.0550895999999999,True,Chihuahua,0.0148966,True,9,10,Samsom,       ,1074,522
669214165781868544,1,minivan,0.435396,False,police_van,0.310143,False,minibus,0.068201,False,10,10,Jaspers,       ,468,183
669216679721873412,1,golden_retriever,0.992758,True,Irish_setter,0.00337904,True,Saluki,0.00122963,True,8,10,Clarq,       ,958,422
669324657376567296,1,seashore,0.201659,False,Cardigan,0.131544,True,sandbar,0.1014299999999999,False,11,10,Ralf,       ,525,223
669327207240699904,1,golden_retriever,0.919584,True,Labrador_retriever,0.0496695,True,kuvasz,0.0102161,True,13,10,None,       ,610,127
669328503091937280,1,Siberian_husky,0.424202,True,Eskimo_dog,0.2376599999999999,True,malamute,0.0525717,True,12,10,Kirk,       ,1081,452
669351434509529089,1,cuirass,0.756829,False,breastplate,0.2335199999999999,False,bulletproof_vest,0.00381188,False,10,10,Sully,       ,474,207
669353438988365824,1,teddy,0.379656,False,Pembroke,0.2123429999999999,True,chow,0.0969952999999999,True,10,10,Tessa,       ,687,281
669354382627049472,1,Chihuahua,0.97399,True,French_bulldog,0.010832,True,Pekinese,0.00209865,True,8,10,Dug,       ,2889,1390
669359674819481600,1,Labrador_retriever,0.367818,True,German_short-haired_pointer,0.280642,True,Chesapeake_Bay_retriever,0.184246,True,11,10,Saydee,       ,390,134
669363888236994561,1,golden_retriever,0.539004,True,Irish_setter,0.40655,True,cocker_spaniel,0.0414844,True,10,10,None,       ,669,252
669367896104181761,1,basset,0.749394,True,beagle,0.133579,True,Welsh_springer_spaniel,0.0301984,True,10,10,Chip,       ,485,172
669371483794317312,1,Brabancon_griffon,0.483268,True,miniature_pinscher,0.307465,True,redbone,0.0705238,True,10,10,Oliviér,       ,524,196
669375718304980992,1,Airedale,0.168762,True,Norfolk_terrier,0.1074789999999999,True,Lakeland_terrier,0.0978459,True,6,10,Billl,       ,1425,792
669393256313184256,1,cocker_spaniel,0.3598429999999999,True,Blenheim_spaniel,0.139519,True,toy_poodle,0.132746,True,10,10,Ronduh,       ,383,83
669564461267722241,1,toy_poodle,0.623685,True,miniature_poodle,0.25992,True,standard_poodle,0.0825297,True,10,10,None,       ,413,133
669567591774625800,1,Chihuahua,0.980511,True,toy_terrier,0.00916644,True,miniature_pinscher,0.00265851,True,9,10,Kollin,       ,248,61
669571471778410496,1,minivan,0.8734879999999999,False,pickup,0.0412593,False,beach_wagon,0.0154005,False,7,10,Keith,       ,1684,1085
669573570759163904,1,West_Highland_white_terrier,0.946828,True,miniature_schnauzer,0.0223435999999999,True,cairn,0.00946166,True,10,10,Linda,       ,467,156
669583744538451968,1,candle,0.174315,False,lampshade,0.120407,False,plunger,0.0720994,False,6,10,None,       ,1587,1017
669597912108789760,1,Eskimo_dog,0.595665,True,Siberian_husky,0.2144739999999999,True,white_wolf,0.147235,False,10,10,Skye,       ,550,163
669603084620980224,1,Maltese_dog,0.659619,True,Tibetan_terrier,0.193539,True,Shih-Tzu,0.0393271,True,10,10,None,       ,1006,401
669625907762618368,1,seat_belt,0.874502,False,golden_retriever,0.0554081,True,Labrador_retriever,0.0268543,True,12,10,Penny,       ,3769,1963
669661792646373376,1,weasel,0.262802,False,Siamese_cat,0.148263,False,hamster,0.116374,False,5,10,None,       ,860,482
669680153564442624,1,dalmatian,0.141257,True,borzoi,0.137744,True,Labrador_retriever,0.103792,True,8,10,Shawwn,       ,712,311
669682095984410625,1,Christmas_stocking,0.188397,False,studio_couch,0.0868867,False,bookcase,0.0825986,False,9,10,Louie,       ,375,146
669683899023405056,1,Pomeranian,0.998275,True,Chihuahua,0.000605476,True,Pekinese,0.000515688,True,10,10,Kloey,       ,412,119
669749430875258880,1,washbasin,0.245794,False,toilet_seat,0.10942,False,paper_towel,0.105664,False,8,10,Clarence,       ,289,71
669753178989142016,1,Pembroke,0.8584940000000001,True,hamster,0.0263188,False,Shetland_sheepdog,0.0224052,True,10,10,Chester,       ,858,431
